Availability,"Product SKU","Product Name","Color Name",Brand,"Product URL","Image Type","Image Sample Size","Image Sample URL","Product Type",Backing,Color,Construction,"Fiber Brand",Collection,Finish,"Installation Method",Shade
Yes,4428,Darlington,"Pale Oak",DreamWeaver,products/carpet/darlington,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1769018196/4428_4588_kelob3.jpg,Carpet,"Woven Polypropylene",,"Loop, Texture",PureColor®,,,,
Yes,4428,Darlington,Pelican,DreamWeaver,products/carpet/darlington,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1769018168/4428_209_naooqg.jpg,Carpet,"Woven Polypropylene",,"Loop, Texture",PureColor®,,,,
Yes,4428,Darlington,"Sand Key",DreamWeaver,products/carpet/darlington,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1769018177/4428_736_ssyulj.jpg,Carpet,"Woven Polypropylene",,"Loop, Texture",PureColor®,,,,
Yes,4428,Darlington,Snowbird,DreamWeaver,products/carpet/darlington,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1769018183/4428_944_ikjcci.jpg,Carpet,"Woven Polypropylene",,"Loop, Texture",PureColor®,,,,
Yes,4428,Darlington,"Star Gaze",DreamWeaver,products/carpet/darlington,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1769018189/4428_998_r9ko8d.jpg,Carpet,"Woven Polypropylene",,"Loop, Texture",PureColor®,,,,
Yes,4428,Darlington,Urbandale,DreamWeaver,products/carpet/darlington,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1769018181/4428_870_vgbblw.jpg,Carpet,"Woven Polypropylene",,"Loop, Texture",PureColor®,,,,
Yes,4775,Dazzling,Acorn,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318665/4775_858_zg70q2.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Ash,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318650/4775_945_rbk8ic.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Galactic,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318717/4775_919_gswevs.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Ginger,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318672/4775_726_r1liaa.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,"Iron Frost",DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318776/4775_815_u0ulni.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Linen,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318668/4775_824_odv1ix.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Magma,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318809/4775_958_xsecdt.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Mocha,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318781/4775_775_dilhfr.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Moonstone,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318662/4775_903_gnqgqx.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Orion,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318755/4775_955_vhnojl.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Oxford,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318674/4775_720_nl2mcc.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Peppercorn,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318670/4775_753_gkzs2m.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Porcelain,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318653/4775_486_z66l2v.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Seashells,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318669/4775_758_impike.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Shadows,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318770/4775_826_tp0m3r.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Straw,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318675/4775_551_ra4swf.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Stucco,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318659/4775_905_p6mbxm.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Tumbleweed,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318663/4775_883_imrg68.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Wicker,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318667/4775_825_iny6f9.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,4775,Dazzling,Zinc,DreamWeaver,products/carpet/dazzling,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318747/4775_959_kon0k2.jpg",Carpet,"Woven Polypropylene",Taupe,Texture,PureColor®,,,,
Yes,2550,"East Hampton",Dove,DreamWeaver,products/carpet/east-hampton,"Room Scene",,"https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318784/2550_East_Hampton_800_Dove_RS_hpyul6.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton","Silver Lining",DreamWeaver,products/carpet/east-hampton,"Room Scene",,"https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318815/2550_East_Hampton_830_Silver_Lining_RS_pupgxb.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Smoke,DreamWeaver,products/carpet/east-hampton,"Room Scene",,"https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318851/2550_East_Hampton_420_Smoke_RS_qxjfs5.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton","Ancient Marble",DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318761/2550_473_xhfsby.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Andes,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318723/2550_924_ai1ta4.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Ash,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318764/2550_945_xaeziq.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Blush,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318775/2550_735_njxwse.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Chrome,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318765/2550_927_qm60qk.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Dove,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318730/2550_800_g6gabo.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Icicle,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318692/2550_910_rnwnpr.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton","Iron Frost",DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318769/2550_815_x0xbn2.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Ivory,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318731/2550_730_zhrhij.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Linen,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318771/2550_824_euhsbm.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton","Morning Dove",DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318722/2550_813_zjieil.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Parchment,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318774/2550_744_ra8mvk.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Pearlesque,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318693/2550_716_hx3pb5.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Pewter,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318766/2550_890_igqzs1.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Quail,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318780/2550_725_g8riwl.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Sawgrass,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318782/2550_701_mnd3ic.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton","Silver Lining",DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318767/2550_830_bblssx.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Slumber,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318762/2550_926_qt0swo.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Smoke,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318732/2550_420_hudapa.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,2550,"East Hampton",Snowbird,DreamWeaver,products/carpet/east-hampton,Swatch,"18"" x 18""","https://res.cloudinary.com/engineeredfloors/image/upload/c_scale,w_1200/v1733318691/2550_944_h6vufm.jpg",Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Balsam,DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849560/5062_Excalibur_2401_Balsam_RS_1_m4kkzt.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Balsam,DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849551/5062_Excalibur_2401_Balsam_RS_2_nfpk7w.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Rockport,DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849555/5062_Excalibur_2464_Rockport_RS_1_tboxkw.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Rockport,DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849548/5062_Excalibur_2464_Rockport_RS_2_g4om5n.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I","Smoke Stack",DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849558/5062_Excalibur_2393_Smoke_Stack_V_ynswci.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I","Smoke Stack",DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849546/5062_Excalibur_Smoke_Stack_RS_nrqh6j.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Stone,DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849559/5062_Excalibur_2237_Stone_RS_2_wzderf.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Stone,DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849557/5062_Excalibur_2237_Stone_RS_1_gr1d6e.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Terrestrial,DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849552/5062_Excalibur_2075_Terestial_RS_1_tcue0g.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Terrestrial,DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849550/5062_Excalibur_2075_Terestial_RS_2_pebigb.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Vanity,DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849553/5062_Excalibur_2559_Vanity_RS_1_krkiat.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Vanity,DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849549/5062_Excalibur_2559_Vanity_RS_3_gsfgzy.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Vanity,DreamWeaver,products/carpet/excalibur-i,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849546/5062_Excalibur_2559_Vanity_RS_4_y1tubx.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Balsam,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1736369267/5062_2401_tb5oef.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Breezeway,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1736369266/5062_2526_mzo26a.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Celtic,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1758810317/5062_2550_s0ghry.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I","Holy Grail",DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1758810317/5062_2869_pju0ud.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Legendary,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1758810317/5062_2921_dgjlff.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Mesa,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1758810317/5062_2774_xgt6mw.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Monet,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1736369265/5062_2610_byiizl.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Rockport,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1736369264/5062_2464_z3hq9e.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I","Smoke Stack",DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1736369265/5062_2393_strxui.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Stone,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1736369268/5062_2237_kmnzv3.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Terrestrial,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1736369266/5062_2075_jtr8cb.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Toffee,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1758810318/5062_2720_uefjk0.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Vanity,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1736369265/5062_2559_vhqyfh.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Wales,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1758810317/5062_2308_sonsz2.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5042,"Excalibur I",Welsh,DreamWeaver,products/carpet/excalibur-i,Swatch,"18"" x 18""",https://res.cloudinary.com/engineeredfloors/image/upload/v1758810317/5062_2490_r0uzfh.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5052,"Excalibur II",Balsom,DreamWeaver,products/carpet/excalibur-ii,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849560/5062_Excalibur_2401_Balsam_RS_1_m4kkzt.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5052,"Excalibur II",Balsom,DreamWeaver,products/carpet/excalibur-ii,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849551/5062_Excalibur_2401_Balsam_RS_2_nfpk7w.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5052,"Excalibur II",Rockport,DreamWeaver,products/carpet/excalibur-ii,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849555/5062_Excalibur_2464_Rockport_RS_1_tboxkw.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5052,"Excalibur II",Rockport,DreamWeaver,products/carpet/excalibur-ii,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849548/5062_Excalibur_2464_Rockport_RS_2_g4om5n.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5052,"Excalibur II",Smokestack,DreamWeaver,products/carpet/excalibur-ii,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849558/5062_Excalibur_2393_Smoke_Stack_V_ynswci.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5052,"Excalibur II",Smokestack,DreamWeaver,products/carpet/excalibur-ii,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849546/5062_Excalibur_Smoke_Stack_RS_nrqh6j.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5052,"Excalibur II",Stone,DreamWeaver,products/carpet/excalibur-ii,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849559/5062_Excalibur_2237_Stone_RS_2_wzderf.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5052,"Excalibur II",Stone,DreamWeaver,products/carpet/excalibur-ii,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849557/5062_Excalibur_2237_Stone_RS_1_gr1d6e.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5052,"Excalibur II",Terrestrial,DreamWeaver,products/carpet/excalibur-ii,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849552/5062_Excalibur_2075_Terestial_RS_1_tcue0g.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
Yes,5052,"Excalibur II",Terrestrial,DreamWeaver,products/carpet/excalibur-ii,"Room Scene",,https://res.cloudinary.com/engineeredfloors/image/upload/v1742849550/5062_Excalibur_2075_Terestial_RS_2_pebigb.jpg,Carpet,"Woven Polypropylene","Beige, Gray, Taupe, Brown, Ivory, Multicolor",Texture,PureColor®,,,,
