Product,"Master Class",Collection,Description,"UPC Code","Inner Quantity","Outer Quantity","2026 Broken Carton Price","2026 Full Carton Price","2026 List Price"
BF33RW,"Carved Wood",,"Shaker Style Bun Foot.3-1/2"" x 4-1/2"".Species: Rubberwood",843512030901,0.00000,25.00000,$18.05,$18.05,$30.08
BF34-3.5-ALD,"Carved Wood",,"3-1/2"" x 3-1/2"" x 4-1/2"" Shaker Style Tapered Bun Foot, Species:  Alder",843512069024,0.00000,25.00000,$10.31,$10.31,$17.18
BF34-3.5-CH,"Carved Wood",,"3-1/2"" x 3-1/2"" x 4-1/2"" Shaker Style Tapered Bun Foot, Species:  Cherry",843512069031,0.00000,25.00000,$16.77,$16.77,$27.95
BF34-3.5-HMP,"Carved Wood",,"3-1/2"" x 3-1/2"" x 4-1/2"" Shaker Style Tapered Bun Foot, Species:  Hard Maple",843512069048,0.00000,25.00000,$15.22,$15.22,$25.37
BF34-3.5-RW,"Carved Wood",,"3-1/2"" x 3-1/2"" x 4-1/2"" Shaker Style Tapered Bun Foot, Species:  Rubberwood",843512069055,0.00000,25.00000,$6.77,$6.77,$11.28
BF34-3.5-WB,"Carved Wood",,"3-1/2"" x 3-1/2"" x 4-1/2"" Shaker Style Tapered Bun Foot, Species:  White Birch",843512069062,0.00000,25.00000,$9.82,$9.82,$16.37
BF34-5-ALD,"Carved Wood",,"Shaker Style Tapered Bun Foot.  2-1/4"" x 4-1/2"".  Species: Alder",843512056222,0.00000,50.00000,$7.98,$7.98,$13.30
BF34-5-CH,"Carved Wood",,"Shaker Style Tapered Bun Foot.  2-1/4"" x 4-1/2"".  Species: Cherry",843512056239,0.00000,50.00000,$10.23,$10.23,$17.05
BF34-5-MP,"Carved Wood",,"Shaker Style Tapered Bun Foot.2-1/4"" x 4-1/2"".Species: Hard Maple",843512056246,0.00000,50.00000,$9.71,$9.71,$16.19
BF34-5-OK,"Carved Wood",,"Shaker Style Tapered Bun Foot.  2-1/4"" x 4-1/2"".  Species: Oak",843512056253,0.00000,50.00000,$7.98,$7.98,$13.30
BF34-5-RW,"Carved Wood",,"Shaker Style Tapered Bun Foot.  2-1/4"" x 4-1/2"".  Species: Rubberwood",843512056260,0.00000,50.00000,$5.72,$5.72,$9.53
BF34-5-WB,"Carved Wood",,"Shaker Style Tapered Bun Foot.  2-1/4"" x 4-1/2"".  Species: White Birch",843512056277,0.00000,50.00000,$6.36,$6.36,$10.60
BF34-5-WO,"Carved Wood",,"Shaker Style Tapered Bun Foot. 2-1/4"" x 4-1/2"". Species: White Oak",196734059992,0.00000,50.00000,$10.00,$10.00,$16.67
BF34ALD,"Carved Wood",,"Shaker Style Tapered Bun Foot.  2-1/4"" x 4"".  Species: Alder",843512046407,0.00000,50.00000,$6.76,$6.76,$11.27
BF34MP,"Carved Wood",,"Shaker Style Tapered Bun Foot.  2-1/4"" x 4"".  Species: Maple",843512046421,0.00000,50.00000,$8.60,$8.60,$14.33
BF34OK,"Carved Wood",,"Shaker Style Tapered Bun Foot.  2-1/4"" x 4"".  Species: Oak",843512046438,0.00000,50.00000,$6.76,$6.76,$11.27
BF34RW,"Carved Wood",,"Shaker Style Tapered Bun Foot.  2-1/4"" x 4"".  Species: Rubberwood",843512046445,0.00000,50.00000,$4.83,$4.83,$8.05
BF34WO,"Carved Wood",,"Shaker Style Tapered Bun Foot. 2-1/4"" x 4"". Species: White Oak",196734060004,0.00000,50.00000,$9.80,$9.80,$16.34
BF35ALD,"Carved Wood",,"Triangular Corner Bun Foot. 3-1/2"" x 4-1/2"".Species: Alder",843512030918,0.00000,100.00000,$27.24,$27.24,$45.41
BF35MP,"Carved Wood",,"Triangular Corner Bun Foot.3-1/2"" x 4-1/2"".Species: Maple",843512030925,0.00000,100.00000,$34.55,$34.55,$57.59
BF35RW,"Carved Wood",,"Triangular Corner Bun Foot.3-1/2"" x 4-1/2"".Species: Rubberwood",843512030932,0.00000,100.00000,$18.17,$18.17,$30.29
BF35WO,"Carved Wood",,"Triangular Corner Bun Foot. 3-1/2"" x 4-1/2"". Species: White Oak",196734060011,0.00000,50.00000,$35.62,$35.62,$59.37
BF4-CH,"Carved Wood",,"Turned Bun Foot (furniture or cabinet leg). 4"" x 4"". Made from Cherry.",843512011191,0.00000,40.00000,$30.37,$30.37,$50.62
BF4-MP,"Carved Wood",,"Turned Bun Foot (furniture or cabinet leg). 4"" x 4"". Made from Maple.",843512011207,0.00000,40.00000,$19.84,$19.84,$33.06
BF4-RW,"Carved Wood",,"Turned Bun Foot (furniture or cabinet leg). 4"" x 4"". Made from Rubberwood.",843512011221,0.00000,40.00000,$18.44,$18.44,$30.74
BF40ALD,"Carved Wood",,"Mission Style Bun Foot.3-1/2"" x 4-1/2"".Species: Alder",843512030949,0.00000,25.00000,$27.04,$27.04,$45.06
