Product,"Master Class",Collection,Description,"UPC Code","Inner Quantity","Outer Quantity","2026 Broken Carton Price","2026 Full Carton Price","2026 List Price"
DEN18OK,Moulding,,"*NRB* 5/8"" x 1/4"" Dentil with 1/4"" gap and 1/2"" teeth, Species: Oak. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 64 LF (8 sticks).",840002520096,0.00000,64.00000,$2.37,$2.06,$3.43
DEN18POP,Moulding,,"*NRB* 5/8"" x 1/4"" Dentil with 1/4"" gap and 1/2"" teeth, Species: Poplar. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 64 LF (8 sticks).",840002520102,0.00000,64.00000,$2.33,$2.03,$3.38
DEN19ALD,Moulding,,"*NRB* 3/4"" x 1/2"" Dentil with 1/4"" gap and 1/2"" TeethSpecies: Alder. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 40 LF (5 sticks).",840002519991,0.00000,40.00000,$5.82,$5.06,$8.43
DEN19CH,Moulding,,"*NRB* 3/4"" x 1/2"" Dentil with 1/4"" gap and 1/2"" teeth, Species: Cherry. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 40 LF (5 sticks).",840002520027,0.00000,40.00000,$4.77,$4.15,$6.91
DEN19HMP,Moulding,,"*NRB* 3/4"" x 1/2"" Dentil with 1/4"" gap and 1/2"" Teeth, Species: Hard Maple. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 40 LF (5 sticks).",840002520003,0.00000,40.00000,$3.71,$3.23,$5.39
DEN19POP,Moulding,,"3/4"" x 1/2"" Dentil with 1/4"" gap and 1/2"" Teeth, Species: Poplar. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 40 LF (5 sticks).",840002520010,40.00000,400.00000,$2.71,$2.36,$3.93
DEN1HMP,Moulding,,"*NRB* 1-1/4"" x 1/2"" Dentil with 1/8"" gap and 3/4"" teeth, Species: Hard Maple. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 24 LF (3 sticks).",843512034299,0.00000,24.00000,$4.70,$4.09,$6.82
DEN21ALD,Moulding,,"9/16"" x 3/8"" Dentil with 1/4"" gap and 3/4"" teeth, Species: Alder. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 64 LF (8 sticks).",840002520171,0.00000,64.00000,$6.58,$5.72,$9.54
DEN21CH,Moulding,,"*NRB* 9/16"" x 3/8"" Dentil with 1/4"" gap and 3/4"" teeth, Species: Cherry. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 64 LF (8 sticks).",840002520188,0.00000,64.00000,$5.09,$4.43,$7.38
DEN21HMP,Moulding,,"9/16"" x 3/8"" Dentil with 1/4"" gap and 3/4"" teeth, Species: Hard Maple. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 64 LF (8 sticks).",840002520195,0.00000,64.00000,$4.32,$3.76,$6.27
DEN21OK,Moulding,,"*NRB* 9/16"" x 3/8"" Dentil with 1/4"" gap and 3/4"" teeth, Species: Red Oak. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 64 LF (8 sticks).",840002520201,0.00000,64.00000,$2.24,$1.95,$3.26
DEN21POP,Moulding,,"*NRB* 9/16"" x 3/8"" Dentil with 1/4"" gap and 3/4"" teeth, Species: Poplar. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 64 LF (8 sticks).",840002520218,0.00000,64.00000,$2.31,$2.01,$3.34
DEN5ALD,Moulding,,"*NRB* 1/2"" x 1/4"" Dentil with 3/16 gap and 1/2"" teeth*fits into SC2 Crown* Species: Alder. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 64 LF (8 sticks).",840002519830,0.00000,64.00000,$4.09,$3.56,$5.94
DEN5HMP,Moulding,,"*NRB* 1/2"" x 1/4"" Dentil with 3/16 gap and 1/2"" teeth*fits into SC2 Crown* Species: Hard Maple. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 64 LF (8 sticks).",840002519847,0.00000,64.00000,$2.67,$2.32,$3.86
DEN5OK,Moulding,,"*NRB* 1/2"" x 1/4"" Dentil with 3/16 gap and 1/2"" teeth*fits into SC2 Crown* Species: Oak. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 64 LF (8 sticks).",840002519854,0.00000,64.00000,$2.16,$1.88,$3.13
DEN8ALD,Moulding,,"5/8"" x 1/2"" Dentil with 1/4"" gap and 5/8"" teeth *fits into DC1 Crown Moulding* Species: Alder. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 40 LF (5 sticks).",840002520041,40.00000,600.00000,$6.29,$5.47,$9.11
DEN8CH,Moulding,,"*NRB* 5/8"" x 1/2"" Dentil with 1/4"" gap and 5/8"" teeth *fits into DC1 Crown Moulding* Species: Cherry. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 40 LF (5 sticks).",840002520058,0.00000,40.00000,$5.01,$4.36,$7.27
DEN8HMP,Moulding,,"5/8"" x 1/2"" Dentil with 1/4"" gap and 5/8"" teeth *fits into DC1 Crown Moulding* Species: Hard Maple. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 40 LF (5 sticks).",843512030567,40.00000,600.00000,$3.58,$3.11,$5.18
DEN8OK,Moulding,,"5/8"" x 1/2"" Dentil with 1/4"" gap and 5/8"" teeth *fits into DC1 Crown Moulding* Species: Oak. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 40 LF (5 sticks).",840002520065,40.00000,600.00000,$3.28,$2.85,$4.74
DEN8POP,Moulding,,"5/8"" x 1/2"" Dentil with 1/4"" gap and 5/8"" teeth *fits into DC1 Crown Moulding* Species: Poplar. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 40 LF (5 sticks).",843512048128,40.00000,600.00000,$3.09,$2.69,$4.49
